Epoch,Total Loss,PDE Loss,IC Loss,BC Loss
0,8.200461387634277,6.708431243896484,0.5542675256729126,1.173722267150879
1,4.15280294418335,3.112638235092163,0.4604722857475281,0.7760068774223328
2,1.9880715608596802,1.281001329421997,0.36972641944885254,0.4938009977340698
3,1.073441743850708,0.5862038731575012,0.2980959117412567,0.3166486620903015
4,0.8860942721366882,0.5411262512207031,0.24035397171974182,0.20515625178813934
5,0.9400941133499146,0.6807383298873901,0.20052513480186462,0.13666726648807526
6,0.9227288365364075,0.7370525002479553,0.15741877257823944,0.08993919938802719
7,0.8207276463508606,0.6872929334640503,0.12407061457633972,0.05863481014966965
8,0.6852282285690308,0.5761060118675232,0.1089877188205719,0.03877222537994385
9,0.5571191310882568,0.4654751718044281,0.0880105197429657,0.03291795775294304
10,0.48153984546661377,0.3986695110797882,0.0688735842704773,0.0368334986269474
11,0.4639427661895752,0.3774820566177368,0.05398906022310257,0.049829721450805664
12,0.49444684386253357,0.388492226600647,0.05327140539884567,0.06536360830068588
13,0.5077199935913086,0.3967165946960449,0.04277372360229492,0.07727861404418945
14,0.5282768607139587,0.4051373302936554,0.04094443470239639,0.0881023108959198
15,0.5159861445426941,0.3889126479625702,0.04180162027478218,0.08905179798603058
16,0.465537965297699,0.34913766384124756,0.03406057879328728,0.08460767567157745
17,0.39936864376068115,0.2834930717945099,0.044112592935562134,0.07310955226421356
18,0.30681461095809937,0.21279408037662506,0.03393582999706268,0.06122533977031708
19,0.22497478127479553,0.1477835327386856,0.028092239052057266,0.050380922853946686
20,0.16343984007835388,0.09073228389024734,0.035042211413383484,0.039303213357925415
21,0.11185102164745331,0.04960092902183533,0.03440246358513832,0.030371960252523422
22,0.08077181875705719,0.02470768429338932,0.034878768026828766,0.02446146123111248
23,0.06497343629598618,0.014758928678929806,0.032811928540468216,0.021282337605953217
24,0.06062676012516022,0.01488177478313446,0.02970852144062519,0.020629949867725372
25,0.0742606595158577,0.021721363067626953,0.035942766815423965,0.021156076341867447
26,0.08029914647340775,0.03106711059808731,0.032149218022823334,0.02145058661699295
27,0.0869375541806221,0.037696659564971924,0.030653225257992744,0.02286229282617569
28,0.0913500189781189,0.041461095213890076,0.03063838556408882,0.02283014915883541
29,0.0930982232093811,0.04090596362948418,0.032981306314468384,0.02227213978767395
30,0.09436152875423431,0.03841486573219299,0.03735581040382385,0.020985513925552368
31,0.08082212507724762,0.03433289751410484,0.028707239776849747,0.019653528928756714
32,0.08014087378978729,0.029200108721852303,0.034705255180597305,0.01771203987300396
33,0.06929577887058258,0.02516169287264347,0.029189210385084152,0.01620209589600563
34,0.06977120041847229,0.022501647472381592,0.034056782722473145,0.01427709124982357
35,0.0657576322555542,0.020441370084881783,0.0332992821931839,0.01292023342102766
36,0.062191423028707504,0.021251652389764786,0.03022499941289425,0.01164280902594328
37,0.06902489066123962,0.021417297422885895,0.03777671232819557,0.010698184370994568
38,0.06070335581898689,0.02170274220407009,0.0302764680236578,0.009539607912302017
39,0.06049693748354912,0.02111818455159664,0.032311342656612396,0.007855174131691456
40,0.054954782128334045,0.019579941406846046,0.02930462546646595,0.006788935046643019
41,0.05472230911254883,0.017333364114165306,0.0325976125895977,0.005371308885514736
42,0.05433783680200577,0.014279186725616455,0.036538731306791306,0.0040217372588813305
43,0.054777421057224274,0.010836254805326462,0.041519541293382645,0.0028352721128612757
44,0.037985287606716156,0.007708977907896042,0.028825171291828156,0.001854459522292018
45,0.0322909876704216,0.005231030285358429,0.02627176232635975,0.0011763861402869225
46,0.03062429279088974,0.003613406326621771,0.02667846344411373,0.0008579781861044466
47,0.03149393945932388,0.0030007236637175083,0.028289834037423134,0.000837150146253407
48,0.03452006354928017,0.003189180279150605,0.031010957434773445,0.0011264329077675939
49,0.035987693816423416,0.004072231240570545,0.03121037967503071,0.001621126662939787
50,0.035168055444955826,0.005214368924498558,0.02899409830570221,0.0021298571955412626
51,0.029160868376493454,0.006301125045865774,0.02155357040464878,0.0026638254057615995
52,0.0336565300822258,0.007107848767191172,0.02464265748858452,0.003144799266010523
53,0.03884962946176529,0.007447078358381987,0.02918538823723793,0.0034144511446356773
54,0.0405350998044014,0.007394065614789724,0.030845310539007187,0.003500394755974412
55,0.035019174218177795,0.007035642862319946,0.025494519621133804,0.003609107108786702
56,0.03723261132836342,0.006321469787508249,0.028378162533044815,0.0035241409204900265
57,0.03538031503558159,0.005299973301589489,0.027914216741919518,0.00299524562433362
58,0.040978893637657166,0.0046297661028802395,0.034144327044487,0.002893606433644891
59,0.03556167706847191,0.004086326342076063,0.029550764709711075,0.002510508056730032
